@relation RetuersData_Test

@attribute text string
@attribute class {earn,acq}

@data'AB Astra ASTS.ST said it was proposing a two-for-one share split and the issue in June of a new series of foreign-targeted shares with lower voting rights as part of a strategy to internationalise the company.     The deal, which requires Swedish government approval, will raise the percentage of foreign voting rights allowed in the medical group to 22.5 pct from 20 pct, Astra said.     An extraordinary meeting of Astra\'s board proposed the creation of B free shares open to foreign buyers with one tenth of a voting right per share. At present, Astra stock consists of one series of restricted shares and one of free shares.  \n',earn
'A 3.22 billion dlr offer for Dome Petroleum Ltd DMP.MO by TransCanada Pipelines Ltd TRP.TO may short-circuit Dome\'s restructuring plan and open the door for more takeover bids, oil analysts said.     Dome is trying to get approval for a plan to refinance debt of more than 4.5 billion dlrs by July 1, 1987, when an interim debt plan that allowed the Canadian oil and gas firm to defer substantial payments to creditors will expire.     Analysts said TransCanada\'s bid signals Dome\'s debtholders that an alternative exists to Dome\'s debt plan.     Dome announced its plan to 56 major creditors as well as public noteholders in March after several months of delicate negotiations.     TransCanada\'s proposal \"amounts to a quasi debt restructuring,\" oil analyst Doug Gowland of Brown Baldwin Nisker Ltd said from Toronto.     Calgary-based Dome\'s restructuring plan would allow creditors to convert debt to common shares under a formula yet to be negotiated. Payments on remaining debt would be linked to cash flow generated by assets pledged against the debt.     \"The weakness of the whole debt-refinancing proposal is that even with approval of creditors, there is no assurance that Dome will in fact be able to repay all of its debt obligations,\" said Wilf Gobert, an oil analyst for Peters and Co Ltd in Calgary.     TransCanada\'s announcement came as a surprise since Dome was waiting for responses from creditors on its proposed refinancing packages, Gobert said.     The TransCanada proposal could open the bidding for Dome since other potential buyers were probably waiting for lenders to agree to a restructuring, he added.     \"I would think that the debtholders would want to entertain any and all offers (for Dome),\" Gobert said.     Dome spokesman David Annesley said in New York that TransCanada\'s announcement could be seen as an attempt to fix the bidding price for Dome and an effort to preclude other possible buyers from making an offer. \"By drawing attention to us in our discussions, it means that others may be a little reluctant to come forward,\" he said.     Dome does not consider TransCanada\'s proposal a formal offer because the pipeline utility\'s announcement breached a confidential agreement between the two companies, he said.     Dome responded to the statement by suspending discussions with TransCanada in order to pursue talks with other unidentified parties. However, Dome said its management and financial advisers would evaluate all proposals, including TransCanada\'s.     Gowland said TransCanada\'s offer is probably a fair price for the company\'s 36.1 mln acres of oil and gas land holdings.     However, he said not enough financial details are known about Dome\'s debt restructuring to compare the value of TransCanada\'s proposed offer.  \n',acq
'Kaiser Steel Corp\'s plant in Napa, Calif., has been purchased by Oregon Steel Mills for 16 mln dlrs, the privately owned Portland company said.     The transaction was approved by the U.S. bankruptcy judge in Denver who is hearing Kaiser Steel\'s Chapter 11 reorganization case.     James Mccaughey, former vice president of sales for Kaiser, has been named general manager for the plant which will be called Napa Pipe Corp, Oregon Steel said.  \n',acq
'Pacific Basin Development Corp, based in Vancouver, British Columbia, said it reached an agreement to buy 51 pct of T.E.A.M. Pacific Corp and its marketing arm for 4.2 mln U.S. dlrs.     Pacific also said it expects ot earn three mln Canadian dlrs for the year ended June 30, 1988 and 10 mln Canadian dlrs for the year ended June 1989.     T.E.A.M., a former Signetics Corp unit, assembles integrated circuits in Southeast Asia and is itself buying an assembler. Pacific said T.E.A.M. expects to earn over 80 mln Canadian dlrs per year when the acquisition is completed.  \n',acq
'Pergamon Holdings Ltd and its associate companies said that they had sold 30 mln ordinary shares in the British Printing and Communication Corp Plc BPCL.L and 10.5 mln in Hollis Plc together with other securities.     No total price was given but the company said the proceeds of the sales would be used to fund Pergamon\'s expansion programme and worldwide acquisition stategy. The company said that following these sales Pergamon\'s ordinary shareholdings in both BPCC and Hollis remained above 51 pct. It said it had no intention of further reducing its holdings in either company.  \n',acq
'Senate Banking Committee Chairman William Proxmire (D-Wis) said he planned to introduce legislation shortly to require greater public disclosure of corporate takeovers and fairer treatment for all shareholders.     Speaking to the National Association of Manufacturers, Proxmire said recent insider trading stock scandals increased the chance that Congress will act to curb abuses.     \"We are proposing legislation that would provide for more disclosure, would be fairer to all shareholders, and would insure that takeovers are properly financed,\" he said.     Among the provisions, the bill would reduce the threshold for notifying the Securities and Exchange Commission that a investor or group has acquired a percentage of stock in a company to three pct from the current five pct threshold within 10 days, Proxmire said.     In addition, there would be a pre-notificaton requirement that an investor intended to aquire three pct that would have to filed with the SEC.     Proxmire said the pre-notification requirement was meant to prevent arbitragers from having a jump on the general public in knowing about coming takeover attempts.     Proxmire said he would call for extending the period that a tender offer must be kept open under the Williams Act to 60 business days from the current 20 business days.     His bill would provide for private suits if the acquiring company violated the time period on the tender offer.     To correct abuses in the financing of takeovers, Proxmire said the legislation would aim at insuring current margin requirments are properly enforced.     The Federal Reserve Board has a 50 pct margin requirement for purchasing stock, but Proxmire said it is not generally enforced in hostile takeovers.     Rather, the groups or individuals leading a takeover declare that they can raise the capital for a takeover without actually putting any of their own money, Proxmire said.     He said his bill would allow private suits for damages for failure to meet the Federal Reserve\'s 50 pct margin requirements.     The bill also would require more disclose when several investors form an alliance in a hostile takeover.     \"When Pickens and Icahn get together we want people to know about it,\" Proxmire said.     Proxmire said he favored the approach used in Britain towards two-tiered tender offers that insures that all shareholders recieve equal treatment.     He said he expected amendments to the bill also would cover defensive mechanisms such as green mail and poison pills.     Proxmire said he intended to introduce his bill later this month and predicted the Senate committee would act this spring.     He said he was hopeful Congress could pass a bill this year.  \n',acq
'The Reader\'s Digest Association Inc said it sold its subsidiary, Source Telecomputing Corp, to the venture capital firm of Welsh, Carson, Anderson and Stowe.     The purchase price was not disclosed, Reader\'s Digest said.     It said it purchased an 80 pct stake in Source in 1980 and earned an unspecified profit on 14 mln dlrs in revenues in 1986.  \n',acq
'Reed International Plc REED.L denied rumours on the U.K. Stock market that it was the target of a takeover bid and said it had received no approach.     \"In view of the increase in our share price today, I want to make clear that we have not received any bid approaches,\" Reed\'s chairman Leslie Carpenter said in a statement.     Rumours that U.S. Publisher Harcourt Brace Jovanovich Inc HBJ might bid for Reed, a paper and printing company, pushed Reed shares up 54p at 600p at one stage today before they eased back to 564p at the close against a background of a widespread decline in U.K. Equity prices.     Share market analysts said speculators were buying the stock on belief that Harcourt would bid for Reed in an effort to escape the unwelcome two billion dlr bid from Robert Maxwell\'s British Printing and Communication Corp BPCL.L.     Such a move would have made Harcourt too big for BPCC to take it over, analysts added.     They also said there was some speculation that if BPCC\'s bid for Harcourt was unsuccessful, it could turn its attention to Reed.  \n',acq
'Reed International Plc REED.L said it had no comment to make on U.K. stock market rumors that Harcourt Brace Jovanovich Inc HBJ may make a bid for the company in order to escape unwelcome offers from Robert Maxwell\'s British Printing and Communication Corp BPCL.L.     A spokeswoman for Reed said earlier analysts forecasts that a bid for Reed will have to be about 700 mln stg were totally unrealistic, adding that its current market is about 2.7 billion stg.  \n',acq
'Rothmans Holdings (Tobacco) Ltd said in a sttement there was \"no foundation\" to press speculation that it would sell its stake in Rothmans International Plc ROT.L to Philip Morris Inc MO.N, or that it would buy Morris\' stake.     In the 1986 report, Rothmans International said RHT, which is controlled by Rupert Foundation SA, owned 18.25 mln ordinary and 64.37 mln B ordinary shares, or 99.9 pct and 26.1 pct respectively.     Morris owns 79.8 mln B ordinary shares, or 32.4 pct. Rothmans B shares, which firmed on the speculation to close at 273p from 241p on Friday, eased to 245.5p at 0838 GMT.  \n',acq
'S.And W. Berisford Plc BRFD.L, which has attracted takeover bids, is making every possible effort to remain independent, deputy chairman Henry Lewis said after the company announced interim results.     \"We\'ve taken specific steps to strengthen ourselves for this purpose,\" he added, referring to management changes and a corporate strategy of concentrating on four business sectors.     Berisford aims to produced balanced earnings growth from a combination of commodities, property, financial services and food. Its industrial division, with assets of about 90 mln stg including debt, is being reviewed and parts may be sold.  \n',acq
'The United Food and Commercial Workers Union said unlisted Safeway Inc has agreed to provide severance pay to about 5,000 workers in the Dallas area resulting from the closure of a division last April.     The union said the total severance payment will be about five mln dlrs. It said the division was closed as a result of 4.6 billion dlrs in debt incurred from a leveraged buyout last year.     The union said it filed suit following the leveraged buyout to protect the claims of union members.     The leveraged buyout was implemented to ward off a bid by Dart Group Corp DARTA.O.  \n',acq
'J Sainsbury PlcSNB.L said it agreed to take control of the U.S. Shaw\'s Supermarkets Inc through a combination of share purchases and a tender offer at 30 dlrs a share.     Sainsbury bought about 21 pct of the stock in 1983. It said its U.S. Subsidiary, Chene Investments Inc, bought 2.55 mln common shares from the controlling Davis family yesterday at 30 dlrs a share for 76.5 mln dlrs, lifting its stake to 49.4 pct.     A tender offer for the outstanding shares will be launched, also at 30 dlrs a share for a maximum further cost of 184.4 mln.     The Shaw\'s Board and the Davis family has agreed to accept the offer, thus assuring Sainsbury\'s a total holding of 74.0 pct.     The company had allotted 20.18 mln new ordinary shares to Warburg Securities Ltd which it said would be sufficient to finance about 188 mln dlrs of the maximum 261 mln dlrs payable.     Shaw\'s operates a chain of 49 supermarkets in Massachusetts, Maine and New Hampshire which in 1986 produced sales of 1.1 billiob dlrs and pretax profit of 31.1 mln. At the end of 1986 it had net assets of 88 mln dlrs.     Last September, Sainsbury\'s increased its stake in Shaw\'s to 28.5 pct. In the year to March 21, it reported a rise in pretax profit to 246.9 mln stg from 192.7 mln on sales that increased to 4.04 billion from 3.58 billion.     Sainsbury shares had fallen five pence before the announcement to 590p from last night\'s close but were unmoved by news of the deal.  \n',acq
'Corporate mergers and acquisitions in and around San Francisco over the past seven years have had only a modest effect on the metropolitan area\'s economy, a leading business-backed organization said.     The Bay Area Council, a group of more than 300 business firms, said that a study of corporate restructuring in a nine-county area found that San Francisco itself had suffered some ill effects from corporate shake-ups but that surrounding communities had not.     Seventeen of the 32 Fortune 500 companies in the area left due to corporate restructuring between 1979 and 1986, but another 21 firms were added to the list.     Ten of the departing companies were based in San Francisco. During the period, only six located in the city achieved Fortune 500 status.     Ted Hall, a council director and local managing director of McKinsey and Co. which conducted the survey, said the study grew out of concern that mergers and acquisitions had seriously hurt the economic climate of northern California.     However, Hall said that only about 36,000 jobs had been lost in the region, while more than 600,000 new jobs were created during the period.     At the same time, he said, the region experienced a greater rise in per capita income and lower unemployment than the rest of the United States and California.     Council President George Keller, who also is chairman and chief executive officer of Chevron Corp., told a news conference that the region had difficulties in persuading companies to locate there because of a fragmented local political system.     But he said that because of the amenities of living in San Francisco, he was the envy of many chief executives in other metropolitan area.     \"It\'s a great place to run a business,\" he added, \"but it\'s a hell of a place to do business with government.\"     The study concluded that Chevron, which mergered with Gulf Oil in 1984, would benefit in the long run from the restructuring activity.     Among the corporate headquarters lost during the period were Crown Zellerbach, Memorex, Southern Pacific, Castle &amp; Cooke and Rolm.     Companies that grew enough during the period to make the Fortune 500 list included Apple Computer, Pacific Telesis, McKesson, Tandem Computer, U.S. Leasing and Amfac.     The study by the management consulting firm said that, partly due to corporate restructuring, the rate of job growth in San Francisco has slowed since 1980.     In addition, it said that the loss of corporate leadership had adversely affected some of the Bay Area\'s civic and charitable activities.  \n',acq
'A bid by San Miguel Corp (SMC) SANM.MN to buy back 38.1 mln sequestered shares from United Coconut Planters Bank (UCPB) has been hit by two new lawsuits, sources in the Philippine food and brewery company said.     A Manila court yesterday issued an injunction barring UCPB from selling the shares, which represent 31 pct of SMC\'s outstanding capital stock of 121 mln shares, until hearings on April 21 on a petition filed by Eduardo Cojuangco, a former chairman of both SMC and UCPB.     Cojuangco said the Coconut Industry Investment Fund (CIIF) and 1.4 mln farmers were the rightful owners of the shares.     Cojuangco said the shares were held in trust by UCPB and represented a blue chip investment. His petition said UCPB\'s plans to sell the shares to SMC were \"a serious breach of fiduciary duties.\"     The SMC sources said the proposed share sale could also be held up by a second derivative suit filed before the Securities and Exchange Commission (SEC) by Eduardo de los Angeles, a government nominee on the company\'s board.     De los Angeles, who represents SMC\'s minority stockholders, asked the SEC to block the transaction, approved last week by the company\'s board.     On April 2 the board sanctioned the repurchase of the sequestered shares for 4.79 billion pesos at 126 pesos per share. De los Angeles told the SEC the company\'s retained earnings of 1.33 billion pesos would be wiped out by the purchase of the shares and would prevent the declaration of dividends.     De los Angeles said the share purchase would also violate an SMC agreement with its creditors to maintain a 2.2-to-1 debt to equity ratio. He quoted SMC\'s chief financial director Ramon del Rosario as telling the board that the transaction would boost the ratio to 2.5-to-1.     In petitioning the SEC, de los Angeles amended an earlier suit two weeks ago in which he charged SMC Chairman Andres Soriano III and nine other directors of violating their duties.     De los Angeles\' earlier complaint related to SMC assuming last December a 26.5 mln dlr loan contracted by SMC\'s Hong Kong subsidiary Neptunia Corp for a down payment on the shares. The loan assumption was again ratified by last week\'s board meeting.     An arbitration panel set up by President Corazon Aquino to resolve the ownership issue is expected to submit its report by April 15.     \"The amended suit filed by Eduardo de los Angeles is part of a continuing attempt by certain elements, in complete disregard of the facts and with questionable motives, to delay an early disposition of the sequestered shares,\" San Miguel Corp said in a statement.     \"Coming as it does, when San Miguel Corp and UCPB have reached agreement on the price of the shares and the method of payment, this suit is in direct contravention of the government\'s expressed desire to reach an amicable settlement of the controversy by April 15,\" the statement added.     A San Miguel spokesman said he had no comment on Cojuangco\'s court petition, adding: \"Any statement coming from us might be interpreted as adversarial.\"     Meanwhile, Ramon Diaz, the head of a government panel which sequestered the shares last year, said Soriano was not eligible to buy the major portion of the shares because he was a United States citizen.     The sequestered shares are split into 24 mln \"A\" shares, which can only be owned by Filipinos, and 14 mln \"B\" shares which are available to foreign buyers.     SMC sources said Soriano personally was not among prospective buyers. They said the shares would be purchased by the A.Soriano group of companies, SMC, Neptunia and unnamed institutional investors. Soriano was named as one of the buyers in a bid in March 1986 for 33 mln shares controlled by UCPB.     The sale was aborted when Diaz\'s Presidential Commission on Good Government sequestered the shares on suspicion they were owned by Cojuangco, a close associate of former President Ferdinand Marcos. Cojuangco lives in self-imposed exile in the U.S.. The shares grew to 38.1 mln after a 15 pct stock dividend announced last June.     \"We have no objection to Soriano buying the \"B\" shares,\" Diaz tolds. \"But everything is on hold now.\"     The SMC spokesman said he did not know if the controversy would be resolved before the company\'s annual stockholders\' meeting, scheduled for May 14.     San Miguel Corp reported sales revenue of 12.2 billion pesos in 1986, 11 pct above its 10.9 billion peso sales in 1985. It said unaudited net profit was in the neighbourhood of 700 mln pesos, an increase of about 50 pct over 1985.  \n',acq
'Sweden\'s Sandvik AB SVIK.ST and Diamant Boart SA of Belgium, in which Societe Generale de Belgique BELB.BR holds an indirect 52 pct stake, have finalised negotiations on merging oil and gas drilling tool activities, officials of both companies said.     Staffan Paues, President of the new Brussels-based joint venture company Diamant Boart Stratabit SA (DBS), told a news conference that the merged firm would be able to offer products for all types of drilling operations.     He said there were already signs that a slow recovery from recession was under way in the oil and gas industries.     \"Stability in oil prices should lead to renewed investment\" Paues said.     DBS, which Paues said began operations today, brings together Sandvik\'s wholly-owned U.S. Subsidiary Strata Bit Corp of Houston and Diamant Boart\'s petroleum activities in Europe, North America, the Middle and Far East and Africa.     Paues said the merger was a direct result of the sharp fall in oil prices 18 months ago which led oil firms to cut back exploration activities. Officials said the complementary character of the two firms\' operations was a further reason.  \n',acq
'Santos Ltd STOS.S said it would buy Total Exploration Australia Pty Ltd from Total Holdings (Australia) Pty Ltd, a wholly-owned subsidiary of Total-Cie Francaise des Petroles TPN.PA.     Total Exploration had interests ranging from 18.75 to 25 pct in four blocks in permit ATP259P in south-west Queensland, Santos said in a statement.     The Santos group stakes will rise to between 52.5 and 70 pct of the four ATP259P blocks as a result of the purchase. The price was not disclosed.     Santos said a number of oil and gas fields have been discovered in the Total Exploration areas and that it regards them as having very good prospects for further discoveries.     Total\'s reserves amount to 75 billion cubic feet of gas and 5.5 mln barrels of oil and condensate, it said.     It said it will promote a vigorous exploration program in the areas for the rest of 1987 and in the future.     The acquisition is the latest in a series by Santos as part of a program to expand from its origins in the South Australian Cooper Basin.  \n',acq
'The Securities and Exchange Commission charged Allied Stores Corp with failing to promptly disclose key steps it was taking last September to thwart a takeover attempt by Campeau Corp.     In an administrative complaint, the SEC said Allied and its legal adviser failed to promptly inform shareholders and the agency that it had begun talks with Youngstown, Ohio, shopping center developer Edward DeBartolo in response to Campeau\'s takeover offer.     Campeau acquired Allied for an estimated 4.2 billion dlrs on Jan 1, following a battle with DeBartolo.     On Sept 25, a day after Allied disclosed that its board had urged rejection of Campeau\'s Sept 12 tender offer for 58 dlrs a share, Allied began negotiating the sale of six shopping centers to DeBartolo, the SEC said.     Allied legal advisor and director George Kern, who heads the merger and acquisitions group at the New York law firm of Sullivan and Cromwell, decided against amending Allied\'s SEC filing to disclose the talks even though they had resulted in sales price of 405 mln dlrs for the shopping centers, it said.     Securities law requires takeover target companies to promptly disclose such things as the sale of major assets.     The day after Campeau increased its tender offer to 80 pct of Allied\'s stock from 55 pct and raised its bid to 66 dlrs a share from 58 dlrs on Sept 29, Allied and a partnership headed by DeBartolo began negotiating a takeover deal aimed at thwarting Campeau, the SEC said.     Kern again decided against disclosing the talks in an amended SEC filing, the agency charged.     Allied\'s first disclosure of the DeBartolo takeover was made on Oct 8, even though its board approved the merger on Oct 3 and the merger agreement was executed on Oct 7, the complaint said.     DeBartolo and Campeau later engaged in a bitter battle for control of Allied, with Campeau winning out later in October when it bought a block of 25.8 mln shares of Allied stock, or 48 pct of the total, in a controversial move made only minutes after it dropped its hostile tender offer.     The acquisition of the additional 48 pct, which a federal judge allowed to be completed, gave Campeau a majority stake in Allied. Campeau bought the rest at 69 dlrs a share.     The SEC said it had planned to file a court brief joining with Allied in charging that Campeau had engaged in an illegal tender offer.     But the SEC brief was never filed since the case was dropped following an agreement between Campeau and DeBartolo.     In the administrative proceeding against Allied and Kern, the SEC is asking for an administrative order that they comply with reporting provisions of securities laws in the future.     Although Allied is no longer publicly traded since it became a subsidiary of Campeau, it still files annual and quarterly reports to the SEC because it has outstanding debt.  \n',acq
'Shamrock Capital L.P, a limited partnership led by Shamrock Holdings Inc, said it completed its sale of Central Soya Co Inc to Ferruzzi Agricola Finanziaria of Italy.     Under terms of the sale agreement, which was announced on September 15, Ferruzzi acquired all the equity in Central Soya and assumed subordinated term debt of about 195 mln dlrs in a transaction valued at about 370 mln dlrs.  \n',acq
'Shamrock Capital LP said it has completed the sale of Cental Soya Co Inc to Ferruzzi Agricola Finanziaria the holding company for the Ferruzzi group of Ravenna, Italy.     Shamrock Capital is a limited partnership led by Shamrock Holdings Inc the Roy E. Disney family company.     Under the agreement announced last month, Ferruzzi acquired all the equity and assumed subordinated term debt of about 195 mln dlrs in a trction valued at about 370 mln dlrs.  \n',acq
'Construction group Spie Batignolles is negotiating to increase its holding in U.S. Engineering and electrical installations firm Comstock.     Spie Batignolles, a subsidiary of Schneider SA SCHN.PA, said in a statement it was negotiating to invest 20 mln dlrs in Comstock in the form of bonds convertible into shares.     Spie Batignolles has held a 20 pct stake in Comstock since February 1986. A spokesman said if Spie Batignolles converted all the new bonds, it could open the way for the French company to take control of Comstock but he gave no other details.  \n',acq
'Dutch insurer Stad Rotterdam Anno 1720 N.V. ASRN.AS said from July 1 it will own 20 pct of the shares of Europeesche Verzekering Maatschappij N.V., a fully-owned unit of Swiss insurer Union Rueckversicherungs-Gesellschaft.     Stad Rotterdam chairman Lucas van Leeuwen tolds it may raise its stake to a majority interest if the two companies are found to be sufficiently compatible.     Van Leeuwen said that due partly to the fact Europeesche made losses in 1985 and 1986, the 20 pct stake was obtained at below the shares\' intrinsic value. He gave no precise sum.     The Europeesche, which specialises in travel and recreation insurance, had a premium income of 150 mln guilders in 1986.     Stad Rotterdam\'s premium income in 1986 was 1.17 billion guilders, making it the fifth largest Dutch insurer.     Europeesche made a loss of nine mln guilders in 1985, which narrowed to 4.5 mln guilders in 1986, van Leeuwen said.     He said the company was on course for independent recovery and was expected to reduce its losses further in 1987.  \n',acq
'Standard Oil Co SRD said in a brief announcement issued after a meeting of its board of directors that British Petroleum Co PLC BP.L (BP) has extended its 70 dlr per share tender offer until midnight May 4.     The offer for the 45 pct of Standard shares not owned by BP had been due to expire midnight April 28.     Standard Oil said discussions with BP concerning the tender were continuing but provided no further details.     \"So long as those discussions continue, no recommendation will be made to Standard Oil shareholders regarding the offer,\" Standard said.     Standard directors met at the company\'s Cleveland headquarters on Thursday in a regularly scheduled meeting. The spokesman was unable to say if the meeting would continue on Friday.     A committee of independent directors previously obtained an opinion from First Boston Corp that the Standard shares were worth 85 dlrs each, 15 dlrs more than the BP offer.  \n',acq
'Sumitomo Bank Ltd SUMI.T is certain to lose its status as Japan\'s most profitable bank as a result of its merger with the Heiwa Sogo Bank, financial analysts said.     Osaka-based Sumitomo, with desposits of around 23.9 trillion yen, merged with Heiwa Sogo, a small, struggling bank with an estimated 1.29 billion dlrs in unrecoverable loans, in October.     But despite the link-up, Sumitomo President Koh Komatsu tolds he is confident his bank can quickly regain its position.     \"We\'ll be back in position in first place within three years,\" Komatsu said in an interview.     He said that while the merger will initially reduce Sumitomo\'s profitability and efficiency, it will vastly expand Sumitomo\'s branch network in the Tokyo metropolitan area where it has been relatively weak.     But financial analysts are divided on whether and how quickly the gamble will pay off.     Some said Sumitomo may have paid too much for Heiwa Sogo in view of the smaller bank\'s large debts. Others argue the merger was more cost effective than creating a comparable branch network from scratch.     The analysts agreed the bank was aggressive. It has expanded overseas, entered the lucrative securities business and geared up for domestic competition, but they questioned the wisdom of some of those moves.     \"They\'ve made bold moves to put everything in place. Now it\'s largely out of their hands,\" said Kleinwort Benson Ltd financial analyst Simon Smithson.     Among Sumitomo\'s problems are limits placed on its move to enter U.S. Securities business by taking a share in American investment bank Goldman, Sachs and Co.     Sumitomo last August agreed to pay 500 mln dlrs for a 12.5 pct limited partnership in the bank, but for the time being at least, the Federal Reserve Board has forbidden them to exchange personnel, or increase the business they do with each other.     \"The tie-up is widely looked on as a lame duck because the Fed was stricter than Sumitomo expected,\" said one analyst.     But Komatsu said the move will pay off in time.     \"U.S. Regulations will change in the near future and if so, we can do various things. We only have to wait two or three years, not until the 21st century,\" Komatsu said.     Komatsu is also willing to be patient about possible routes into the securities business at home.     Article 65 of the Securities and Exchange Act, Japan\'s version of the U.S. Glass-Steagall Act, separates commercial from investment banking.     But the walls between the two are crumbling and Komatsu said he hopes further deregulation will create new opportunities.     \"We need to find new business chances,\" Komatsu said. \"In some cases these will be securities related, in some cases trust bank related. That\'s the kind of deregulation we want.\"     Until such changes occur, Sumitomo will focus on such domestic securities business as profitable government bond dealing and strengthening relations with Meiko Securities Co Ltd, in which it holds a five pct share, Komatsu said.     He said Sumitomo is cautiously optimistic about entering the securities business here through its Swiss universal bank subsidiary, Banca del Gottardo.      The Finance Ministry is expected to grant licences to securities subsidiaries of U.S. Commercial banks soon, following a similar decision for subsidiaries of European universal banks in which the parent holds a less than 50 pct.     But Komatsu is reluctant to push hard for a similar decision on a Gottardo subsidiary.     \"We don\'t want to make waves. We expect this will be allowed in two or three years,\" he said.     Like other city banks, Sumitomo is also pushing to expand lending to individuals and small and medium businesses to replace disappearing demand from big business, he added.     The analysts said Sumitomo will have to devote a lot of time to digesting its most recent initiatives, including the merger with ailing Heiwa Sogo.     \"It\'s (Sumitomo) been bold in its strategies,\" said Kleinwort\'s Smithson.     \"After that, it\'s a question of absorbing and juggling around. It will be the next decade before we see if the strategy is right or wrong.\"  \n',acq
'Swift Independent Packing Co said it agreed in principle to sell its Huron, South Dakota, pork plant to Huron Dressed Beef, for undisclosed terms.     Completion of the proposed transaction is subject to Huron\'s ability to hire an experienced work force at competitive rates, and receive government approval of the purchase and operation of the plant, Swift said.  \n',acq
'A takeover battle began today for debt-burdened Dome Petroleum Ltd DMP.MO as TransCanada PipeLines Ltd TRP.TO announced a 4.3 billion dlr offer and Dome said it is continuing talks with other possible buyers.     Companies mentioned in market speculation as potential buyers for Dome include Imperial Oil Ltd IMO.A which is 70 pct owned by Exxon Corp XON.N, PanCanadian Petroleum Ltd which is 87 pct owned by the conglomerate Canadian Pacific Ltd CP.N and British Petroleum Co Plc BP.L.     Along with the TransCanada offer, Dome has had another proposal from \"a substantial company\" and discussions with a third company which could lead to an offer, Dome said in a statement.     The statement confirmed Dome received TransCanada\'s bid, but did not identify the companies involved in talks.     TransCanada, Canada\'s largest natural gas pipeline operator, said it is offering Dome a package of cash, common and preferred shares, and shares in a new subsidiary which would own and operate Dome\'s assets. TransCanada said the offer is to Dome management, not to shareholders.     Dome has massive oil and gas landholdings in Canada, totalling 36.1 mln acres of which 7.4 mln have been developed. It also has tax credits worth about 2.5 billion dlrs.     Dome\'s statement said the TransCanada announcement \"violated the terms and spirit of a confidentiality agreement entered into with prospective purchasers\" and was apparently timed to prevent Dome from considering other proposals.     It said the TransCanada bid \"seems to require favourable and substantial taxation concessions from the federal and provincial governments.\" But Dome added that its management and financial advisers will evaluate all proposals.     TransCanada chief financial officer H. Neil Nichols said he was surprised at the vehemence of Dome\'s statement and denied that TransCanada was trying to usurp other bids. \"I find (Dome\'s statement) very bothersome. Once the board made the decision to authorise the proposal, it had a legal obligation to announce it,\" he said. Nichols said he did not know the identity of the other bidders, or the terms of other offers.     Dome common shares closed at 1.13 dlrs on Friday on the Toronto Stock Exchange. The preferred class A stock closed at 5.00 dlrs. Common stock traded as high as 25.00 dlrs in 1981.  \n',acq
'Thomson Grand Public, the subsidiary of Thomson SA THMP.PA, has taken over the audiovisual consumer goods division of British group Thorn EMI, Thomson Grand Public chairman Pierre Garcin said.     The cost of the deal, signed late yesterday, is around 90 mln stg and Thomson will finance 50 mln of this from its equity.     Thorn EMI is a leader in the British audiovisual market with a turnover last year of 300 mln stg.     Garcin said the new acquisition would substantially increase Thomson\'s turnover in the sector.  \n',acq
'Total Capital Corp said it acquired Dunhill Compact Classics Inc for an unspecified amount of stock.     The surviving company will be controlled by Dunhill\'s principals, Total Capital said.     Dunhill makes compact discs.  \n',acq
'Trafalgar House Plc TRAF.L said it has acquired the entire share capital of Capital Homes Inc of the U.S. For 20 mln dlrs in cash.     Capital Homes builds single family homes in the Washington D.C. Area and is also active as a land developer both for its own use and for sale to other builders.     In the financial year to end February, 1987, Capital recorded pre-tax profits of 3.7 mln dlrs on a turnover of 58 mln dlrs from the sale of 421 homes. Capital has a land bank of some 2,600 units and in the current year the company expects to sell 500 homes, Trafalgar House said.  \n',acq
'Donald Trump and Interstate Properties said they were holding preliminary discussions regarding a possible joint acquisition of Alexanders Inc at 47 dlrs per share.         The possible acquisition is subject to any applicable real estate gains and transfer taxes, the joint statement said.     Trump and Interstate, which presently own about 40 pct of Alexander\'s common stock, said they intend to keep the company as a retailer if they succed in their acquisition.     There can be no assurances that the parties will reach any agreement regarding an acquisition or what price might be offered, the statement said.  \n',acq
'General Electric Co Plc GECL.L (GEC) declined comment on rumours on the London stock market that it is planning another purchase in the U.S. Medical equipment field, in addition to its existing U.S. Subsidiary Picker International Inc.     A GEC spokesman said that it is company policy not to comment on acquisition rumours.     Stock Exchange traders said the rumour helped GEC\'s share price to rise 5p, to a final 206p from yesterday\'s closing price of 201p.  \n',acq
'The British Treasury confirmed that the sale of British Petroleum Co Plc will go ahead as planned, despite Monday\'s stock market crash which forced BP below the 330p a share set for the 7.2 billion stg issue.     \"The government are not considering terminating the BP offer. The offer has been fully underwritten,\" a Treasury spokesman said.     The issue, which remains open until October 28, was fully underwritten last week when the issue price was set.     BP shares closed down 33p at 317p as the FT-SE 100 share index crashed a record 249.6 points, more than 10 pct.  \n',acq
'Commerce Undersecretary J. Michael Farren opposed language in the trade bill before Congress to limit foreign takeovers of U.S. companies.     \"Anything that would serve to have a chilling effect on foreign investment is going to cost us jobs and economic growth,\" Farren said before a congressional coittee.     House and Senate negotiators are ironing out differences in trade bills passed by both chambers. Once the negotiators reach agreement, the bill will be sent to President Reagan for his signature.  \n',acq
